customer_id,segment,name,income_or_turnover,budget_pct,expected_monthly_outflow,expected_monthly_txns,salary_day,employer_id,fav_merchants,fav_counterparties,kyc_risk,join_date
CUST_100029,retail,Linda Crawford,66096,0.701157589027836,46343,18,25.0,EMP_1116,MERCH_1162|MERCH_1245|MERCH_1178|MERCH_1493|MERCH_1387|MERCH_1149|MERCH_1474,CP_11234|CP_10074|CP_11163,Medium,2020-12-01
CUST_100030,retail,Rachel Rice,35899,0.4839123071935433,17371,50,26.0,EMP_1016,MERCH_1257|MERCH_1413|MERCH_1209|MERCH_1181|MERCH_1460|MERCH_1271|MERCH_1195,CP_10584,Medium,2019-09-01
CUST_100031,retail,Danny Brown MD,47990,0.4233417121795805,20316,25,28.0,EMP_1034,MERCH_1246|MERCH_1059|MERCH_1207,CP_11742|CP_11013,Low,2019-10-01
CUST_100032,retail,Bryan Perry,11522,0.4137518203417743,4767,58,27.0,EMP_1282,MERCH_1023|MERCH_1233|MERCH_1426,CP_10796|CP_11627,Low,2020-05-01
CUST_100033,retail,Nicole Garcia,3000,0.6093823016929503,1828,13,28.0,EMP_1071,MERCH_1449|MERCH_1223|MERCH_1108|MERCH_1361|MERCH_1458|MERCH_1338|MERCH_1296,CP_11423|CP_10984,Low,2022-06-01
CUST_100034,retail,Tina Hernandez,10572,0.5815241682653168,6147,25,28.0,EMP_1803,MERCH_1248|MERCH_1299|MERCH_1227|MERCH_1012|MERCH_1060|MERCH_1133|MERCH_1435,CP_10462|CP_10240,Medium,2019-05-01
CUST_100035,retail,Dr. John Duncan,33948,0.7892626482838471,26793,43,28.0,EMP_1463,MERCH_1423|MERCH_1061|MERCH_1334,CP_11498,Low,2019-06-01
CUST_100036,retail,Ronald Gill,80013,0.5636198510982947,45096,34,26.0,EMP_1614,MERCH_1185|MERCH_1292|MERCH_1025|MERCH_1113,CP_11552|CP_10876|CP_10533,Low,2021-09-01
CUST_100037,retail,Daniel Barker,14294,0.8429244293848606,12048,16,28.0,EMP_1343,MERCH_1038|MERCH_1209|MERCH_1075,CP_10523|CP_11611|CP_10665,Low,2021-12-01
CUST_100038,sme,"Santiago, Larson and Aguilar",10000000,0.8974567618719727,8974567,31,,,MERCH_1103|MERCH_1109|MERCH_1051|MERCH_1117|MERCH_1434|MERCH_1095,CP_11527,Low,2020-11-01
CUST_100039,sme,Forbes Group,1296435,0.5656146900366025,733282,91,,,MERCH_1356|MERCH_1302|MERCH_1384|MERCH_1144|MERCH_1395,CP_10359,High,2020-03-01
CUST_100040,retail,Andrea Carson,37235,0.5037163556459734,18755,55,25.0,EMP_1294,MERCH_1126|MERCH_1109|MERCH_1435|MERCH_1471|MERCH_1375|MERCH_1100,CP_10789|CP_11522|CP_10500,Low,2022-04-01
CUST_100041,sme,Martin-Jordan,679393,0.6682629957371709,454013,34,,,MERCH_1353|MERCH_1032|MERCH_1006,CP_10600|CP_11682,Medium,2018-10-01
CUST_100042,retail,Mary Johnson DDS,140730,0.8529835925059223,120040,56,26.0,EMP_1427,MERCH_1068|MERCH_1266|MERCH_1149|MERCH_1493|MERCH_1449|MERCH_1179,CP_11298,Medium,2022-10-01
CUST_100043,retail,Sally Fernandez,19705,0.6369036078134631,12550,44,27.0,EMP_1164,MERCH_1179|MERCH_1118|MERCH_1190|MERCH_1124|MERCH_1363,CP_10491|CP_11114|CP_11742,Low,2022-09-01
CUST_100044,corporate,Garcia Group,590390,0.5970211310343442,352475,84,,,MERCH_1086|MERCH_1170|MERCH_1061|MERCH_1400,CP_11508|CP_10938|CP_11148,Medium,2019-05-01
CUST_100045,retail,Christopher Ortega,57665,0.47996211524819754,27677,49,26.0,EMP_1371,MERCH_1484|MERCH_1116|MERCH_1376|MERCH_1396|MERCH_1065,CP_10800|CP_11846,Medium,2019-02-01
CUST_100046,retail,Robert Burton,45997,0.5783953599475706,26604,24,26.0,EMP_1769,MERCH_1189|MERCH_1156|MERCH_1193|MERCH_1423|MERCH_1303,CP_11986,Medium,2020-03-01
CUST_100047,retail,Timothy Zuniga,35904,0.5770043617936984,20716,32,27.0,EMP_1832,MERCH_1162|MERCH_1236|MERCH_1464,CP_10161|CP_10627|CP_10267,Low,2018-09-01
CUST_100048,retail,Rebecca Young,9026,0.7954502725401194,7179,8,26.0,EMP_1307,MERCH_1330|MERCH_1419|MERCH_1331|MERCH_1219|MERCH_1123|MERCH_1147|MERCH_1290,CP_11330|CP_11190|CP_11056,Medium,2022-08-01
CUST_100049,retail,Nicole Duncan,200000,0.6854287097172833,137085,59,27.0,EMP_1693,MERCH_1249|MERCH_1427|MERCH_1410|MERCH_1475|MERCH_1497|MERCH_1325,CP_11548|CP_11526|CP_11370,Low,2021-03-01
CUST_100050,retail,Stacey Deleon,70891,0.8791329237563277,62322,49,28.0,EMP_1209,MERCH_1027|MERCH_1215|MERCH_1480|MERCH_1203|MERCH_1154,CP_10442,Low,2019-11-01
CUST_100051,sme,Lester-Merritt,196930,0.4081045457641218,80368,30,,,MERCH_1114|MERCH_1280|MERCH_1292|MERCH_1290,CP_10740|CP_11117,Low,2019-07-01
CUST_100052,sme,Daugherty Inc,697830,0.5981451516166453,417403,82,,,MERCH_1305|MERCH_1387|MERCH_1293|MERCH_1196|MERCH_1207|MERCH_1084|MERCH_1007,CP_10933|CP_10680|CP_10094,Low,2022-06-01
CUST_100053,retail,Kimberly Garrett,12964,0.7651381565238018,9919,16,26.0,EMP_1899,MERCH_1228|MERCH_1397|MERCH_1091|MERCH_1039|MERCH_1257|MERCH_1469|MERCH_1359,CP_10253,Low,2018-02-01
CUST_100054,retail,Tanya Romero,9941,0.899548993359381,8942,9,27.0,EMP_1507,MERCH_1107|MERCH_1418|MERCH_1299|MERCH_1453,CP_11105|CP_10081,Low,2021-10-01
CUST_100055,retail,Sarah Waller,3000,0.8148843196675901,2444,10,28.0,EMP_1836,MERCH_1406|MERCH_1007|MERCH_1288|MERCH_1177,CP_11121|CP_10232,Low,2019-06-01
CUST_100056,retail,Stephanie Torres,114574,0.4108231003504071,47069,37,25.0,EMP_1195,MERCH_1399|MERCH_1388|MERCH_1040|MERCH_1281|MERCH_1213|MERCH_1282,CP_10497,Low,2021-03-01
CUST_100057,retail,Peter Hayes,7390,0.775281728355068,5729,12,28.0,EMP_1036,MERCH_1419|MERCH_1175|MERCH_1241|MERCH_1286|MERCH_1351,CP_11695|CP_10548|CP_10047,Low,2019-01-01
CUST_100058,retail,Heather Palmer,17856,0.8703507820880221,15540,25,25.0,EMP_1995,MERCH_1270|MERCH_1215|MERCH_1053|MERCH_1017|MERCH_1095|MERCH_1213|MERCH_1460,CP_10470|CP_10191,Low,2019-02-01
CUST_100059,retail,Laura Alexander,3907,0.5064547909129437,1978,17,26.0,EMP_1682,MERCH_1496|MERCH_1385|MERCH_1244|MERCH_1345,CP_11152|CP_11380,Low,2022-07-01
CUST_100060,retail,Jessica Smith,22926,0.843685775708124,19342,57,28.0,EMP_1206,MERCH_1198|MERCH_1173|MERCH_1086|MERCH_1381,CP_10462|CP_11140,Medium,2020-07-01
CUST_100061,retail,Robert Green,45135,0.7950956060700594,35886,58,28.0,EMP_1753,MERCH_1402|MERCH_1063|MERCH_1131|MERCH_1082|MERCH_1371|MERCH_1150,CP_11189|CP_11509|CP_11227,Low,2018-09-01
CUST_100062,retail,John Kennedy,40178,0.49478474334980094,19879,24,27.0,EMP_1506,MERCH_1057|MERCH_1456|MERCH_1364,CP_11096,Low,2018-03-01
CUST_100063,retail,Ryan Wilkinson,53201,0.565293629146776,30074,28,27.0,EMP_1437,MERCH_1486|MERCH_1001|MERCH_1420|MERCH_1102|MERCH_1185|MERCH_1306,CP_10601,Low,2021-07-01
CUST_100064,retail,Bradley Larson,27442,0.6235399512192371,17111,20,25.0,EMP_1085,MERCH_1098|MERCH_1076|MERCH_1289|MERCH_1272|MERCH_1266|MERCH_1041|MERCH_1311,CP_11818,Medium,2020-03-01
CUST_100065,retail,Matthew Miller,77595,0.6450373061481081,50051,17,25.0,EMP_1034,MERCH_1082|MERCH_1166|MERCH_1475|MERCH_1308|MERCH_1448|MERCH_1011,CP_11370|CP_10629,Low,2021-05-01
CUST_100066,retail,Steven Craig,37050,0.8231687203370586,30498,20,25.0,EMP_1187,MERCH_1057|MERCH_1321|MERCH_1139|MERCH_1475,CP_11693,Low,2022-05-01
CUST_100067,retail,Rebecca Greene,55248,0.8419304161903992,46514,57,25.0,EMP_1967,MERCH_1472|MERCH_1139|MERCH_1318,CP_10211|CP_11319,Low,2021-02-01
CUST_100068,retail,Steven Hernandez,82505,0.798747942417113,65900,30,25.0,EMP_1581,MERCH_1237|MERCH_1008|MERCH_1274|MERCH_1073,CP_10683,Medium,2021-11-01
CUST_100069,retail,Jenna Harding,20353,0.4013831000299462,8169,28,25.0,EMP_1036,MERCH_1111|MERCH_1340|MERCH_1416|MERCH_1252,CP_10857|CP_11096|CP_10196,Low,2020-08-01
CUST_100070,retail,Sarah Beck,9312,0.5310926855185648,4945,21,26.0,EMP_1323,MERCH_1484|MERCH_1340|MERCH_1257|MERCH_1061|MERCH_1219,CP_10818|CP_11150,High,2018-02-01
CUST_100071,sme,Adams PLC,7795588,0.8379483695053351,6532300,32,,,MERCH_1389|MERCH_1149|MERCH_1344|MERCH_1272|MERCH_1151|MERCH_1306|MERCH_1019,CP_10065,Low,2022-11-01
CUST_100072,retail,Micheal Green,8943,0.7417787432862598,6633,24,27.0,EMP_1379,MERCH_1256|MERCH_1145|MERCH_1482|MERCH_1122|MERCH_1072|MERCH_1106|MERCH_1498,CP_10206|CP_10648|CP_11872,Medium,2018-03-01
CUST_100073,retail,Rachel Henderson,41737,0.4422195243157718,18456,16,25.0,EMP_1771,MERCH_1020|MERCH_1191|MERCH_1313|MERCH_1324,CP_10508|CP_11298,Low,2018-11-01
CUST_100074,retail,Andrew Lam,53306,0.5429044923642968,28940,35,26.0,EMP_1068,MERCH_1164|MERCH_1250|MERCH_1138|MERCH_1103,CP_10061,Low,2020-10-01
CUST_100075,retail,Cassandra Mitchell,21064,0.7871386543309419,16580,39,25.0,EMP_1958,MERCH_1104|MERCH_1075|MERCH_1086|MERCH_1170|MERCH_1429,CP_11498|CP_11078|CP_11150,Low,2022-10-01
CUST_100076,retail,Melissa Grant,18061,0.5585391269681846,10087,47,26.0,EMP_1685,MERCH_1039|MERCH_1276|MERCH_1422|MERCH_1210|MERCH_1020|MERCH_1141|MERCH_1257,CP_10187|CP_10250|CP_10134,Medium,2022-03-01
CUST_100077,retail,James Rodriguez,16796,0.5011279655639983,8416,16,28.0,EMP_1529,MERCH_1456|MERCH_1363|MERCH_1144,CP_11945,Medium,2019-12-01
CUST_100078,retail,Lauren Trevino,16863,0.8685782197778924,14646,19,26.0,EMP_1037,MERCH_1329|MERCH_1184|MERCH_1104|MERCH_1134|MERCH_1045|MERCH_1013,CP_10492|CP_10101|CP_11506,Low,2022-10-01
CUST_100079,retail,Margaret White,5134,0.4176193234468551,2144,17,27.0,EMP_1476,MERCH_1213|MERCH_1447|MERCH_1147,CP_11631,Low,2019-04-01
CUST_100080,sme,"Williams, Jacobs and Fisher",4296941,0.8633791437618628,3709889,82,,,MERCH_1347|MERCH_1192|MERCH_1102|MERCH_1284,CP_10182|CP_11394,Medium,2021-11-01
CUST_100081,retail,Sandy Bennett,53249,0.9046326088722362,48170,44,28.0,EMP_1779,MERCH_1422|MERCH_1006|MERCH_1311|MERCH_1468|MERCH_1071,CP_10565|CP_11013|CP_10784,Low,2018-08-01
CUST_100082,sme,"Wright, Baker and Carr",3028803,0.7670654426419041,2323290,44,,,MERCH_1274|MERCH_1176|MERCH_1338|MERCH_1316|MERCH_1045,CP_10995|CP_10937,Low,2020-06-01
CUST_100083,retail,Jesse Edwards,39165,0.662789744733987,25958,28,28.0,EMP_1514,MERCH_1029|MERCH_1034|MERCH_1392|MERCH_1339|MERCH_1251|MERCH_1371|MERCH_1152,CP_10861|CP_10241,Low,2019-06-01
CUST_100084,retail,Adam Hoffman,39381,0.5992129285979372,23597,29,26.0,EMP_1705,MERCH_1305|MERCH_1236|MERCH_1252|MERCH_1409|MERCH_1121|MERCH_1150|MERCH_1290,CP_11343|CP_10485|CP_10541,Low,2018-03-01
CUST_100085,corporate,Cruz and Sons,529949,0.6378242338830142,338014,123,,,MERCH_1425|MERCH_1353|MERCH_1427|MERCH_1269,CP_10157,Medium,2021-01-01
CUST_100086,retail,Mrs. Olivia Petersen,20084,0.7843612842053272,15753,42,27.0,EMP_1735,MERCH_1425|MERCH_1354|MERCH_1042|MERCH_1158,CP_10284,Medium,2019-06-01
CUST_100087,retail,Joshua Martinez,38854,0.6355570012793454,24693,41,26.0,EMP_1051,MERCH_1436|MERCH_1246|MERCH_1111|MERCH_1392|MERCH_1384,CP_10721|CP_11410|CP_10283,Medium,2018-04-01
CUST_100088,sme,"Ponce, Choi and Osborne",1253745,0.40918892516352845,513018,135,,,MERCH_1460|MERCH_1103|MERCH_1147|MERCH_1337|MERCH_1250|MERCH_1258,CP_10259,Low,2021-02-01
CUST_100089,sme,Nichols-Patel,4386163,0.4472756472920705,1961823,73,,,MERCH_1106|MERCH_1298|MERCH_1114|MERCH_1300|MERCH_1448|MERCH_1393,CP_11734|CP_11194|CP_10520,Low,2018-10-01
CUST_100090,corporate,"Perez, Williams and Graham",2440458,0.8356715401270991,2039421,77,,,MERCH_1376|MERCH_1418|MERCH_1034|MERCH_1440,CP_11198|CP_11239|CP_10427,Low,2019-04-01
CUST_100091,retail,Mrs. Brittany Archer,4571,0.8534345253130053,3901,12,27.0,EMP_1406,MERCH_1087|MERCH_1494|MERCH_1412|MERCH_1060|MERCH_1182,CP_11537,Low,2018-12-01
CUST_100092,sme,"Wallace, Johnston and Coleman",255121,0.9087652030216974,231845,33,,,MERCH_1146|MERCH_1157|MERCH_1397|MERCH_1360|MERCH_1252|MERCH_1196|MERCH_1240,CP_10456|CP_11950|CP_10136,Low,2021-11-01
CUST_100093,corporate,"Whitaker, Davis and Jones",1729502,0.7314158682203007,1264985,103,,,MERCH_1454|MERCH_1014|MERCH_1006,CP_10445|CP_10157,Low,2021-07-01
CUST_100094,sme,Willis Ltd,1085453,0.46668108447866796,506560,73,,,MERCH_1210|MERCH_1132|MERCH_1320,CP_10345|CP_11381,,2021-05-01
CUST_100095,retail,Matthew Benitez,19480,0.5805282745193394,11308,39,25.0,EMP_1612,MERCH_1391|MERCH_1365|MERCH_1257,CP_10052,Low,2020-05-01
CUST_100096,retail,Carla Hoover,200000,0.4823060414318019,96461,42,25.0,EMP_1716,MERCH_1103|MERCH_1069|MERCH_1078|MERCH_1098|MERCH_1121|MERCH_1068|MERCH_1496,CP_10361,Low,2019-10-01
CUST_100097,sme,Espinoza Inc,547096,0.8402334949932608,459688,145,,,MERCH_1175|MERCH_1336|MERCH_1285,CP_11710|CP_10677,Low,2022-02-01
CUST_100098,retail,John Russell,45552,0.5150258800073728,23460,49,26.0,EMP_1618,MERCH_1025|MERCH_1358|MERCH_1169|MERCH_1232|MERCH_1328|MERCH_1262|MERCH_1497,CP_11925|CP_10240,Medium,2018-07-01
CUST_100099,retail,Cody Wright,12736,0.9004487227615248,11468,26,28.0,EMP_1524,MERCH_1471|MERCH_1208|MERCH_1245|MERCH_1246|MERCH_1041,CP_10965|CP_10425,Low,2018-07-01
CUST_100100,retail,Erica Dixon,59604,0.5067873136168338,30206,23,26.0,EMP_1035,MERCH_1290|MERCH_1308|MERCH_1112|MERCH_1285|MERCH_1010,CP_11120|CP_11909|CP_11783,Medium,2022-09-01
CUST_100101,retail,Richard Graves,133604,0.5974924829002343,79827,30,25.0,EMP_1441,MERCH_1049|MERCH_1414|MERCH_1457|MERCH_1265,CP_10277|CP_11315|CP_11859,Low,2022-04-01
CUST_100102,retail,Heather Blanchard,19705,0.4378083377270868,8627,39,25.0,EMP_1683,MERCH_1364|MERCH_1090|MERCH_1401,CP_10269|CP_11922|CP_10140,Low,2021-02-01
CUST_100103,retail,Kathleen Baker,200000,0.4316747884271368,86334,55,25.0,EMP_1890,MERCH_1218|MERCH_1108|MERCH_1195,CP_11860|CP_11820|CP_11668,Medium,2019-03-01
CUST_100104,retail,Jessica Santos,36040,0.6187332724630787,22299,18,28.0,EMP_1518,MERCH_1379|MERCH_1409|MERCH_1190|MERCH_1027|MERCH_1440,CP_11725,Low,2022-03-01
CUST_100105,sme,Terry LLC,680421,0.47888134414419253,325840,100,,,MERCH_1332|MERCH_1322|MERCH_1339|MERCH_1217|MERCH_1159,CP_11136|CP_10579,Low,2021-10-01
CUST_100106,sme,French Group,1452792,0.6412748749616692,931639,108,,,MERCH_1175|MERCH_1494|MERCH_1003|MERCH_1119|MERCH_1230,CP_10151|CP_10396,Low,2019-10-01
CUST_100107,retail,Arthur Campos,18294,0.9247258702405948,16916,31,28.0,EMP_1435,MERCH_1131|MERCH_1304|MERCH_1044|MERCH_1459,CP_10832|CP_11666,High,2018-06-01
CUST_100108,retail,Dr. Paul Barton,16575,0.6377396793404742,10570,41,25.0,EMP_1449,MERCH_1439|MERCH_1452|MERCH_1039|MERCH_1101,CP_11510|CP_11251|CP_10548,Low,2021-06-01
CUST_100109,retail,David Medina,74318,0.6616434380898698,49172,16,26.0,EMP_1635,MERCH_1367|MERCH_1481|MERCH_1309,CP_11214|CP_11225|CP_10617,Low,2019-12-01
CUST_100110,retail,Lydia Payne,18677,0.6382396189633329,11920,52,28.0,EMP_1307,MERCH_1215|MERCH_1290|MERCH_1146|MERCH_1117,CP_10986|CP_11716|CP_11933,Medium,2020-05-01
CUST_100111,retail,Monica Cline,67140,0.7965419665535713,53479,57,25.0,EMP_1002,MERCH_1264|MERCH_1121|MERCH_1176|MERCH_1042|MERCH_1125,CP_10762|CP_10140|CP_10617,Medium,2020-04-01
CUST_100112,sme,Whitaker-Thomas,2439480,0.8060765666677312,1966407,70,,,MERCH_1112|MERCH_1289|MERCH_1237|MERCH_1159|MERCH_1164|MERCH_1400|MERCH_1477,CP_11722|CP_11575|CP_11639,Medium,2020-03-01
CUST_100113,retail,Jeremy Gutierrez,3210,0.6392709028276702,2052,13,27.0,EMP_1897,MERCH_1081|MERCH_1481|MERCH_1056|MERCH_1275|MERCH_1227|MERCH_1367|MERCH_1076,CP_10181|CP_10425,Medium,2022-05-01
CUST_100114,retail,Ashley Perez,20730,0.580083620891189,12025,52,26.0,EMP_1374,MERCH_1314|MERCH_1051|MERCH_1000|MERCH_1382|MERCH_1099|MERCH_1244|MERCH_1111,CP_10064|CP_10321,Medium,2019-07-01
CUST_100115,retail,Cody Foster,6735,0.7289140938663611,4909,10,27.0,EMP_1181,MERCH_1028|MERCH_1307|MERCH_1019|MERCH_1442,CP_10967|CP_10640|CP_10470,Low,2022-09-01
CUST_100116,retail,Derek Henderson,3000,0.9013860664287988,2704,20,26.0,EMP_1458,MERCH_1482|MERCH_1201|MERCH_1387|MERCH_1118|MERCH_1073|MERCH_1080|MERCH_1404,CP_11248,Low,2019-10-01
CUST_100117,retail,Lisa Herman,28737,0.9229747876797791,26523,24,28.0,EMP_1183,MERCH_1246|MERCH_1464|MERCH_1097|MERCH_1263|MERCH_1367|MERCH_1291|MERCH_1314,CP_11537|CP_10525,Low,2019-02-01
CUST_100118,retail,Lauren Horton,86492,0.7643177101613896,66107,17,26.0,EMP_1928,MERCH_1304|MERCH_1146|MERCH_1362|MERCH_1399|MERCH_1277|MERCH_1134|MERCH_1232,CP_10099,Medium,2022-08-01
CUST_100119,sme,"Alexander, Conrad and James",620166,0.8635484800569584,535543,128,,,MERCH_1132|MERCH_1125|MERCH_1083,CP_10301|CP_11309,Low,2022-09-01
CUST_100120,retail,Steven Davis,70727,0.9494262328254002,67150,36,26.0,EMP_1991,MERCH_1085|MERCH_1318|MERCH_1383|MERCH_1060|MERCH_1065|MERCH_1269,CP_11423|CP_10211|CP_11298,Low,2022-09-01
CUST_100121,retail,Dean Edwards,10024,0.7248185251386345,7265,42,27.0,EMP_1348,MERCH_1367|MERCH_1122|MERCH_1210|MERCH_1491,CP_11510,Low,2022-04-01
CUST_100122,retail,Ashley Austin,4989,0.4326147560032798,2158,10,26.0,EMP_1747,MERCH_1469|MERCH_1309|MERCH_1481|MERCH_1084|MERCH_1347|MERCH_1382,CP_10868|CP_10629,Low,2019-10-01
CUST_100123,retail,Meghan Brown,71693,0.8561502883118097,61379,23,25.0,EMP_1983,MERCH_1264|MERCH_1452|MERCH_1400|MERCH_1282,CP_10541|CP_10214|CP_11225,Low,2019-11-01
CUST_100124,retail,Karen Ward,13914,0.8093306885416511,11261,44,26.0,EMP_1569,MERCH_1200|MERCH_1426|MERCH_1474|MERCH_1360|MERCH_1470|MERCH_1099,CP_11084|CP_11634|CP_11224,Medium,2021-09-01
CUST_100125,corporate,"Mcfarland, Small and Williams",359928,0.5979643304179609,215224,123,,,MERCH_1162|MERCH_1187|MERCH_1161|MERCH_1427,CP_11461|CP_10862|CP_10157,Medium,2019-08-01
CUST_100126,retail,John Henderson,7240,0.9104846924047875,6591,22,27.0,EMP_1629,MERCH_1234|MERCH_1172|MERCH_1236,CP_11246|CP_10500|CP_10598,Low,2018-04-01
