customer_id,segment,name,income_or_turnover,budget_pct,expected_monthly_outflow,expected_monthly_txns,salary_day,employer_id,fav_merchants,fav_counterparties,kyc_risk,join_date,industry,kyc_score,static_risk_score,risk_score_off_highJur,total_debit,annual_income_or_turnover,velocity_ratio,velocity_severity,velocity_component,dynamic_risk_raw,static_norm,dynamic_norm,composite_crr,crr_tier,drift,involved_in_scenario
CUST_100040,retail,Andrea Carson,37235,0.5037163556459734,18755,55,25.0,EMP_1294,MERCH_1126|MERCH_1109|MERCH_1435|MERCH_1471|MERCH_1375|MERCH_1100,CP_10789|CP_11522|CP_10500,Low,2022-04-01,Construction,0.1,0.3473684210526316,0.0,1314523.5,446820,2.9419531354908015,88.31972284088097,17.66394456817619,17.66394456817619,0.423620025673941,0.34508579289699604,0.3686460627300795,Medium,1.0,False
CUST_100041,sme,Martin-Jordan,679393,0.6682629957371709,454013,34,,,MERCH_1353|MERCH_1032|MERCH_1006,CP_10600|CP_11682,Medium,2018-10-01,,0.5,0.4266666666666667,0.0,147870.42,8152716,0.01813756544444821,25.73984858912595,5.147969717825189,5.14796971782519,0.5203252032520326,0.1005716025109138,0.2264976827332494,Medium,0.0,False
CUST_100042,retail,Mary Johnson DDS,140730,0.8529835925059223,120040,56,26.0,EMP_1427,MERCH_1068|MERCH_1266|MERCH_1149|MERCH_1493|MERCH_1449|MERCH_1179,CP_11298,Medium,2022-10-01,Education,0.5,0.42894736842105263,0.0,831359.78,1688760,0.49229007082119425,10.195496164315763,2.0390992328631525,2.0390992328631525,0.5231065468549423,0.03983618567485637,0.18481729402888214,Low,-1.0,False
CUST_100043,retail,Sally Fernandez,19705,0.6369036078134631,12550,44,27.0,EMP_1164,MERCH_1179|MERCH_1118|MERCH_1190|MERCH_1124|MERCH_1363,CP_10491|CP_11114|CP_11742,Low,2022-09-01,Retail,0.1,0.3236842105263158,0.0,218015.37,236460,0.9219968282161888,51.76936401880723,10.353872803761446,10.353872803761448,0.39473684210526316,0.20227500104805718,0.260013553365219,Medium,1.0,False
CUST_100044,corporate,Garcia Group,590390,0.5970211310343442,352475,84,,,MERCH_1086|MERCH_1170|MERCH_1061|MERCH_1400,CP_11508|CP_10938|CP_11148,Medium,2019-05-01,,0.5,0.44,0.0,458604.4,7084680,0.06473184392237899,61.0752688172043,12.21505376344086,12.215053763440862,0.5365853658536586,0.2386353454047128,0.3280203515393965,Medium,0.0,False
CUST_100045,retail,Christopher Ortega,57665,0.4799621152481975,27677,49,26.0,EMP_1371,MERCH_1484|MERCH_1116|MERCH_1376|MERCH_1396|MERCH_1065,CP_10800|CP_11846,Medium,2019-02-01,Healthcare,0.5,0.33684210526315794,0.0,443104.19,691980,0.6403424809965605,20.316753278891365,4.063350655778272,4.063350655778272,0.4107830551989731,0.07938230203654631,0.17880252798527435,Low,-1.0,False
CUST_100046,retail,Robert Burton,45997,0.5783953599475706,26604,24,26.0,EMP_1769,MERCH_1189|MERCH_1156|MERCH_1193|MERCH_1423|MERCH_1303,CP_11986,Medium,2020-03-01,Education,0.5,0.3157894736842105,0.0,300531.31,551964,0.5444762883086578,13.49913387775303,2.6998267755506062,2.6998267755506067,0.3851091142490372,0.05274427011076251,0.1524537233522449,Low,-1.0,False
CUST_100047,retail,Timothy Zuniga,35904,0.5770043617936984,20716,32,27.0,EMP_1832,MERCH_1162|MERCH_1236|MERCH_1464,CP_10161|CP_10627|CP_10267,Low,2018-09-01,Retail,0.1,0.2710526315789474,0.0,296484.23,430848,0.6881411309789067,23.818361791635734,4.763672358327147,4.763672358327148,0.33055198973042366,0.09306390464089628,0.16431033016775448,Low,0.0,False
CUST_100048,retail,Rebecca Young,9026,0.7954502725401194,7179,8,26.0,EMP_1307,MERCH_1330|MERCH_1419|MERCH_1331|MERCH_1219|MERCH_1123|MERCH_1147|MERCH_1290,CP_11330|CP_11190|CP_11056,Medium,2022-08-01,Retail,0.5,0.4815789473684211,0.0,263777.19,108312,2.43534594504764,85.23880227666419,17.047760455332835,17.047760455332835,0.5872913992297819,0.3330479164005892,0.40932096124934697,High,1.0,False
CUST_100049,retail,Nicole Duncan,200000,0.6854287097172833,137085,59,27.0,EMP_1693,MERCH_1249|MERCH_1427|MERCH_1410|MERCH_1475|MERCH_1497|MERCH_1325,CP_11548|CP_11526|CP_11370,Low,2021-03-01,Education,0.1,0.21842105263157896,0.0,1059739.25,2400000,0.44155802083333334,6.978470675575353,1.3956941351150707,1.395694135115071,0.2663671373555841,0.02726651543764442,0.09899670201302632,Low,0.0,False
CUST_100050,retail,Stacey Deleon,70891,0.8791329237563277,62322,49,28.0,EMP_1209,MERCH_1027|MERCH_1215|MERCH_1480|MERCH_1203|MERCH_1154,CP_10442,Low,2019-11-01,Healthcare,0.1,0.2605263157894737,0.0,1088004.38,850692,1.278963925839199,71.2571145756001,14.25142291512002,14.25142291512002,0.31771501925545576,0.278418195754245,0.2902072428046082,Medium,1.0,False
CUST_100051,sme,Lester-Merritt,196930,0.4081045457641218,80368,30,,,MERCH_1114|MERCH_1280|MERCH_1292|MERCH_1290,CP_10740|CP_11117,Low,2019-07-01,,0.1,0.19000000000000003,0.0,197429.13,2363160,0.08354454628548215,67.03372333103923,13.406744666207846,13.406744666207846,0.23170731707317077,0.2619164193733423,0.25285368868329083,Medium,1.0,False
CUST_100052,sme,Daugherty Inc,697830,0.5981451516166453,417403,82,,,MERCH_1305|MERCH_1387|MERCH_1293|MERCH_1196|MERCH_1207|MERCH_1084|MERCH_1007,CP_10933|CP_10680|CP_10094,Low,2022-06-01,,0.1,0.26666666666666666,0.0,446826.28,8373960,0.053359017716826926,53.81968341362698,10.763936682725397,10.763936682725399,0.3252032520325203,0.21028607797736523,0.24476123019391172,Medium,1.0,False
CUST_100053,retail,Kimberly Garrett,12964,0.7651381565238018,9919,16,26.0,EMP_1899,MERCH_1228|MERCH_1397|MERCH_1091|MERCH_1039|MERCH_1257|MERCH_1469|MERCH_1359,CP_10253,Low,2018-02-01,Healthcare,0.1,0.2131578947368421,0.0,249625.29,155568,1.6046056386917618,75.99604058401385,15.199208116802772,15.199208116802772,0.25994865211810014,0.29693428691136875,0.28583859647338816,Medium,1.0,False
CUST_100054,retail,Tanya Romero,9941,0.899548993359381,8942,9,27.0,EMP_1507,MERCH_1107|MERCH_1418|MERCH_1299|MERCH_1453,CP_11105|CP_10081,Low,2021-10-01,Construction,0.1,0.36578947368421055,0.0,74220.74,119292,0.622177011031754,19.10418213313536,3.8208364266270722,3.8208364266270722,0.4460847240051348,0.07464450325482795,0.18607656947992002,Low,0.0,False
CUST_100055,retail,Sarah Waller,3000,0.8148843196675901,2444,10,28.0,EMP_1836,MERCH_1406|MERCH_1007|MERCH_1288|MERCH_1177,CP_11121|CP_10232,Low,2019-06-01,Finance,0.1,0.29210526315789476,0.0,37518.02,36000,1.042167222222222,62.10096510764662,12.420193021529325,12.420193021529327,0.35622593068035946,0.24264298046371865,0.2767178655287109,Medium,1.0,False
CUST_100056,retail,Stephanie Torres,114574,0.4108231003504071,47069,37,25.0,EMP_1195,MERCH_1399|MERCH_1388|MERCH_1040|MERCH_1281|MERCH_1213|MERCH_1282,CP_10497,Low,2021-03-01,Construction,0.1,0.30789473684210533,0.0,590241.74,1374888,0.42930168857390566,6.099975253650087,1.2199950507300175,1.2199950507300175,0.3754813863928114,0.023834028565174994,0.12932823591346593,Low,0.0,False
CUST_100057,retail,Peter Hayes,7390,0.775281728355068,5729,12,28.0,EMP_1036,MERCH_1419|MERCH_1175|MERCH_1241|MERCH_1286|MERCH_1351,CP_11695|CP_10548|CP_10047,Low,2019-01-01,Construction,0.1,0.3131578947368422,0.0,75904.47,88680,0.8559367388362652,44.75377381836179,8.950754763672359,8.950754763672359,0.3818998716302954,0.17486345095382952,0.23697437715676925,Medium,1.0,False
CUST_100058,retail,Heather Palmer,17856,0.8703507820880221,15540,25,25.0,EMP_1995,MERCH_1270|MERCH_1215|MERCH_1053|MERCH_1017|MERCH_1095|MERCH_1213|MERCH_1460,CP_10470|CP_10191,Low,2019-02-01,Construction,0.1,0.35000000000000003,0.0,217326.27000000002,214272,1.014254172267025,59.44073249195744,11.888146498391487,11.888146498391487,0.426829268292683,0.23224883007525488,0.2906229615404833,Medium,1.0,False
CUST_100059,retail,Laura Alexander,3907,0.5064547909129437,1978,17,26.0,EMP_1682,MERCH_1496|MERCH_1385|MERCH_1244|MERCH_1345,CP_11152|CP_11380,Low,2022-07-01,Construction,0.1,0.33157894736842114,0.0,37801.2,46884,0.8062707960071666,39.17347191289285,7.8346943825785695,7.83469438257857,0.40436456996148923,0.15305990758081953,0.22845130629502042,Medium,1.0,False
CUST_100060,retail,Jessica Smith,22926,0.843685775708124,19342,57,28.0,EMP_1206,MERCH_1198|MERCH_1173|MERCH_1086|MERCH_1381,CP_10462|CP_11140,Medium,2020-07-01,Retail,0.5,0.49210526315789477,0.0,609298.01,275112,2.2147271293146065,84.03860430586488,16.807720861172978,16.807720861172978,0.6001283697047497,0.32835846250439865,0.4098894346645039,High,1.0,False
CUST_100061,retail,Robert Green,45135,0.7950956060700594,35886,58,28.0,EMP_1753,MERCH_1402|MERCH_1063|MERCH_1131|MERCH_1082|MERCH_1371|MERCH_1150,CP_11189|CP_11509|CP_11227,Low,2018-09-01,Finance,0.1,0.2815789473684211,0.0,485846.06,541620,0.8970238543628374,49.30710220242514,9.861420440485029,9.861420440485029,0.3433889602053916,0.19265436882803721,0.23787474624124352,Medium,1.0,False
CUST_100062,retail,John Kennedy,40178,0.4947847433498009,19879,24,27.0,EMP_1506,MERCH_1057|MERCH_1456|MERCH_1364,CP_11096,Low,2018-03-01,Finance,0.1,0.22631578947368425,0.0,273556.07,482136,0.5673836220485506,15.24375154664687,3.0487503093293737,3.048750309329374,0.27599486521181005,0.059560898970173616,0.12449108884266454,Low,0.0,False
CUST_100063,retail,Ryan Wilkinson,53201,0.565293629146776,30074,28,27.0,EMP_1437,MERCH_1486|MERCH_1001|MERCH_1420|MERCH_1102|MERCH_1185|MERCH_1306,CP_10601,Low,2021-07-01,Healthcare,0.1,0.21052631578947367,0.0,356338.14,638412,0.558163286404391,14.501361049245237,2.9002722098490477,2.9002722098490477,0.25673940949935814,0.056660205838509316,0.11668396693676396,Low,0.0,False
CUST_100064,retail,Bradley Larson,27442,0.6235399512192371,17111,20,25.0,EMP_1085,MERCH_1098|MERCH_1076|MERCH_1289|MERCH_1272|MERCH_1266|MERCH_1041|MERCH_1311,CP_11818,Medium,2020-03-01,Retail,0.5,0.4210526315789474,0.0,813590.48,329304,2.4706364939387315,85.43677307597129,17.087354615194258,17.087354615194258,0.5134788189987164,0.33382143456903307,0.38771864989793803,Medium,0.0,False
